"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","locality","verbatimLongitude","verbatimLatitude","preparationType","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","typeStatus","relatedCatalogItem"
"1139","2019-10-02 14:56:15-03","UFMG","BHCB","68534","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Malpighiaceae","Tetrapterys",NA,"Tetrapterys",NA,NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Cipó, área degradada em recuperação","auto","168","1993","08","01","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","2019-10-24 17:20:04-03","UFMG","BHCB","68530","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Piperaceae","Ottonia","propinqua","Ottonia propinqua","Kunth",NA,"2002","Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","54","1993","02","02","Southern America","Parque Itabiruçu.",NA,NA,NA,"BHCB052529",NA,NA,NA,NA,NA,NA,NA,NA
"1141","2019-10-02 14:56:39-03","UFMG","BHCB","68538","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Herbáceo","auto","6","1992","12","02","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","2019-10-02 14:51:55-03","UFMG","BHCB","68527","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Cannabaceae","Trema","micrantha","Trema micrantha","(L.) Blume",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","104","1993","04","01","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","2019-10-02 14:59:35-03","UFMG","BHCB","68540","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Meliaceae","Trichilia","pallida","Trichilia pallida","Sw.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Mata. Piscicultura. Arbusto","auto","108","1993","04","01","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","2019-10-02 14:52:54-03","UFMG","BHCB","68516","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Erythroxylaceae","Erythroxylum","pelleterianum","Erythroxylum pelleterianum","A.St.-Hil.",NA,"2015","Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto","auto","3","1992","12","28","Southern America","Parque Itabiruçu.",NA,NA,NA,"BHCB022778",NA,NA,NA,NA,"03","16",NA,NA
"1145","2019-10-02 15:02:37-03","UFMG","BHCB","68529","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Psychotria","carthagenensis","Psychotria carthagenensis","Jacq.",NA,"2007","Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","33","1992","12","29","Southern America","Parque Itabiruçu.",NA,NA,NA,"BHCB009482",NA,NA,NA,NA,NA,NA,NA,NA
"1146","2019-10-02 14:54:27-03","UFMG","BHCB","68514","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Pithecellobium",NA,"Pithecellobium",NA,NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto","auto","191","1993","09","01","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","2019-10-02 14:54:08-03","UFMG","BHCB","68517","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Inga","striata","Inga striata","Benth.",NA,"2011","Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Árvore","auto","64","1993","02","03","Southern America","Parque Itabiruçu.",NA,NA,NA,"BHCB031236",NA,NA,NA,NA,"05","17",NA,NA
"1148","2019-10-02 14:49:00-03","UFMG","BHCB","68520","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Araliaceae","Dendropanax","cuneatus","Dendropanax cuneatus","(DC.) Decne. & Planch.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Árvore porte médio, beira d'água","auto","155","1993","06","01","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","2019-10-02 14:57:05-03","UFMG","BHCB","68539","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Miconia",NA,"Miconia","Ruiz & Pav.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Árvore, 9 m","auto","61","1993","02","02","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","2019-10-02 15:02:27-03","UFMG","BHCB","68528","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Guettarda",NA,"Guettarda",NA,NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","23","1992","12","29","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","2019-10-02 14:54:06-03","UFMG","BHCB","68513","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Inga","marginata","Inga marginata","Willd.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","49","1993","02","01","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","2019-10-02 14:59:49-03","UFMG","BHCB","68535","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae",NA,NA,NA,NA,NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","22","1992","12","27","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","2019-10-02 14:55:03-03","UFMG","BHCB","68536","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Lamiaceae","Aegiphila",NA,"Aegiphila",NA,NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","32","1992","12","29","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","2019-10-02 14:57:17-03","UFMG","BHCB","68537","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Miconia","theaezans","Miconia theaezans","(Bonpl.) Cogn.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto, próximo do apiário","auto","47","1993","02","01","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","2019-10-02 15:05:26-03","UFMG","BHCB","68533","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Vochysiaceae","Vochysia","emarginata","Vochysia emarginata","(Vahl) Pohl",NA,"2013","Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto","auto","114","1993","05","12","Southern America","Parque Itabiruçu.",NA,NA,NA,"BHCB010603",NA,NA,NA,NA,"07",NA,NA,NA
"1156","2019-10-02 15:03:06-03","UFMG","BHCB","68524","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Sapindaceae","Matayba",NA,"Matayba","Radlk.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","37","1992","12","29","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","2019-10-02 14:51:55-03","UFMG","BHCB","68526","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Cannabaceae","Celtis",NA,"Celtis",NA,NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Grão-de-galo","auto","7","1992","12","27","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","2019-10-02 14:48:27-03","UFMG","BHCB","68523","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Annonaceae","Guatteria","villosissima","Guatteria villosissima","A.St.-Hil.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Árvore pequeno porte","auto","15","1992","12","27","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","2019-10-02 14:51:31-03","UFMG","BHCB","68518","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Bignoniaceae","Sparattosperma","leucanthum","Sparattosperma leucanthum","(Vell.) Schum.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","56","1993","02","03","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","2019-10-02 14:51:31-03","UFMG","BHCB","68519","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Bignoniaceae","Pleonotoma","tetraquetra","Pleonotoma tetraquetra","(Cham.) Bureau",NA,"2015","Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Cipó","auto","153","1993","06","01","Southern America","Parque Itabiruçu.",NA,NA,NA,"BHCB029807",NA,NA,NA,NA,"09","17",NA,NA
"1161","2019-12-23 17:49:34-03","UFMG","BHCB","68515","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Dalbergia",NA,"Dalbergia","Lindl.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto semi-escandente","auto","115","1933","05","13","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","2019-10-02 14:48:56-03","UFMG","BHCB","68521","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Apocynaceae","Temnadenia","violacea","Temnadenia violacea","(Vell.) Miers",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Cipó","auto","143","1993","06","01","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","2019-10-02 15:03:46-03","UFMG","BHCB","68525","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Cestrum","montanum","Cestrum montanum","Miers",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto","auto","60","1993","02","03","Southern America","Parque Itabiruçu.",NA,NA,NA,"BHCB002070","BHCB002070",NA,NA,NA,NA,NA,NA,NA
"1164","2019-10-02 15:02:27-03","UFMG","BHCB","68541","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Rubiaceae","Guettarda","viburnoides","Guettarda viburnoides","Cham. & Schltdl.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","48","1993","02","01","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","2019-10-02 15:08:07-03","UFMG","BHCB","68522","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Poaceae","Andropogon","bicornis","Andropogon bicornis","L.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","42","1993","10","31","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","2019-10-02 15:01:33-03","UFMG","BHCB","68531","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Piperaceae","Piper","arboreum","Piper arboreum arboreum","Aubl.",NA,NA,"Pedersoli, JL","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","35","1992","12","29","Southern America","Parque Itabiruçu.",NA,NA,NA,NA,NA,"arboreum",NA,NA,NA,NA,NA,NA
"1167","2019-10-02 15:07:36-03","UFMG","BHCB","118997","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Habenaria","belloi","Habenaria belloi","Schltr.",NA,NA,"Munhoz, ACD; Nogueira, MC; Ribeiro, LC","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","169","2008","03","21","Southern America","Parque Nacional da Serra do Cipó, Currais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","2019-10-02 15:07:36-03","UFMG","BHCB","118988","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Habenaria","bahiensis","Habenaria bahiensis","Schltr.",NA,"2009","Munhoz, ACD; Nogueira, MC; Ribeiro, LC","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Primeiro registro da espécie para a Serra do Cipó.","auto","160","2008","03","22","Southern America","Parque Nacional da Serra do Cipó, Currais",NA,NA,NA,"BHCB001319","BHCB001319",NA,NA,NA,"12",NA,NA,NA
"1169","2019-10-02 15:07:36-03","UFMG","BHCB","119003","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Habenaria","belloi","Habenaria belloi","Schltr.",NA,NA,"Munhoz, ACD; Nogueira, MC; Ribeiro, LC","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","175","2008","03","21","Southern America","Parque Nacional da Serra do Cipó, Currais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","2019-10-02 15:07:36-03","UFMG","BHCB","118999","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Habenaria","ayangannensis","Habenaria ayangannensis","Renz",NA,NA,"Munhoz, ACD; Nogueira, MC; Ribeiro, LC","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","171","2008","03","21","Southern America","Parque Nacional da Serra do Cipó, Currais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","2019-10-02 15:07:36-03","UFMG","BHCB","119011","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Habenaria","belloi","Habenaria belloi","Schltr.",NA,NA,"Munhoz, ACD; Nogueira, MC; Ribeiro, LC","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Sépalas verdes, pétalas verde-amareladas com região proximal mais clara. Muito abundante. Em terreno arenoso no afloramento das Vellozia gigantea (Campo do Boi)","auto","183","2008","03","22","Southern America","Parque Nacional da Serra do Cipó, Currais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","2019-10-02 15:07:48-03","UFMG","BHCB","119001","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Habenaria","subviridis","Habenaria subviridis","Hoehne",NA,NA,"Munhoz, ACD; Nogueira, MC; Ribeiro, LC","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","173","2008","03","21","Southern America","Parque Nacional da Serra do Cipó, Currais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","2019-10-02 15:07:48-03","UFMG","BHCB","119008","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Habenaria","subviridis","Habenaria subviridis","Hoehne",NA,NA,"Munhoz, ACD; Nogueira, MC; Ribeiro, LC","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Sépalas, pétalas e labelo verde-amareladas, região proximal mais clara, ovário verde.","auto","180","2008","03","22","Southern America","Parque Nacional da Serra do Cipó, Currais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","2019-10-02 15:07:36-03","UFMG","BHCB","118996","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Habenaria","ayangannensis","Habenaria ayangannensis","Renz",NA,NA,"Munhoz, ACD; Nogueira, MC; Ribeiro, LC","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","168","2008","03","21","Southern America","Parque Nacional da Serra do Cipó, Currais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","2019-10-02 15:07:37-03","UFMG","BHCB","118985","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Habenaria","caldensis","Habenaria caldensis","Kraenzl.",NA,NA,"Munhoz, ACD; Nogueira, MC; Ribeiro, LC","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","157","2008","03","22","Southern America","Parque Nacional da Serra do Cipó, Currais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","2019-10-02 15:07:45-03","UFMG","BHCB","119009","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Habenaria","petalodes","Habenaria petalodes","Lindl.",NA,NA,"Munhoz, ACD; Nogueira, MC; Ribeiro, LC","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","181","2008","03","22","Southern America","Parque Nacional da Serra do Cipó, Currais Afloramento das Vellozia gigantea (Campo dos Bois)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","2019-10-02 15:00:20-03","UFMG","BHCB","172133","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Myrcia",NA,"Myrcia","DC.",NA,NA,"Faria, JEQ; Carvalho, MSN; Câmara, PEAS; Costa","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Árvore com aprox. 6m de altura, caule grosso, fruto imaturo verde; Mata de Galeria","auto","1339","2011","07","23","Southern America","Parque Nacional da Serra do Cipó, próximo ao povoado da Serra dos Alves, fazenda do Lulu",NA,NA,NA,"BHCB016846",NA,NA,NA,NA,NA,NA,NA,NA
"1178","2019-10-02 14:52:21-03","UFMG","BHCB","83483","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Convolvulaceae","Evolvulus","linarioides","Evolvulus linarioides","Meisn.",NA,NA,"Sampaio, A","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Campo - itabirito. Muito frequente. Herbáceo reptante","auto","6997","1934","02","12","Southern America","Pico do Cauê",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","2019-10-02 15:00:11-03","UFMG","BHCB","69575","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Myrtaceae","Eugenia","punicifolia","Eugenia punicifolia","(Kunth) DC.",NA,NA,"Stehmann, JR","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto, ca. 2m de altura; na canga couraçada; frutos veremelhos","auto","3074","2002","04","01","Southern America","Pousada - CVRD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","2019-10-02 14:53:55-03","UFMG","BHCB","69574","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Dalbergia","miscolobium","Dalbergia miscolobium","Benth.",NA,NA,"Stehmann, JR","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Árvore, ca. 2,5m de altura; na canga couraçada; flores arroxeadas","auto","3073","2002","04","01","Southern America","Pousada - CVRD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","2019-10-02 14:53:40-03","UFMG","BHCB","69573","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Fabaceae","Centrosema","coriaceum","Centrosema coriaceum","Benth.",NA,NA,"Stehmann, JR","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Trepadeira, em canga couraçada; flores arroxeadas","auto","3072","2002","04","01","Southern America","Pousada - CVRD.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","2019-10-02 14:53:01-03","UFMG","BHCB","63293","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"2006","Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Arbusto 1,00 metro; flor amarelada; muito frequente; Canga","auto","2822","1943","01","30","Southern America","Presidende Vargas. Pico do Cauê.",NA,NA,NA,"BHCB044968",NA,NA,NA,NA,NA,NA,NA,NA
"1183","2019-10-02 15:01:46-03","UFMG","BHCB","72371","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","oxyphylla","Polygala oxyphylla","DC.",NA,NA,"Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","746",NA,NA,NA,"Southern America","Presidente Vargas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","2019-10-02 14:56:57-03","UFMG","BHCB","67944","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi",NA,NA,"Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","2804",NA,NA,NA,"Southern America","Presidente Vargas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","2019-10-02 15:01:43-03","UFMG","BHCB","72432","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Polygalaceae","Polygala","glochidiata","Polygala glochidiata","Kunth",NA,NA,"Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","2807",NA,NA,NA,"Southern America","Presidente Vargas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1186","2019-10-02 15:03:49-03","UFMG","BHCB","69178","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Nicandra","physalodes","Nicandra physalodes","(L.) Gaertn.",NA,NA,"Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","2825",NA,NA,NA,"Southern America","Presidente Vargas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1187","2019-10-02 14:56:57-03","UFMG","BHCB","67929","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae","Leandra","pectinata","Leandra pectinata","Cogn.",NA,NA,"Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","2803",NA,NA,NA,"Southern America","Presidente Vargas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","2019-10-02 14:51:38-03","UFMG","BHCB","58166","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Boraginaceae","Cordia","axillaris","Cordia axillaris",NA,NA,NA,"Mendes Magalhães","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,NA,"auto","761",NA,NA,NA,"Southern America","Presidente Vargas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1189","2019-10-02 14:56:39-03","UFMG","BHCB","41663","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Melastomataceae",NA,NA,NA,NA,NA,NA,"Magalhães, GM","Brasil","Minas Gerais","Itabira","-43.2268981933594","-19.6191997528076","33779",NA,"Mata. Arbusto 1 m, flor alva","auto","s.n.","1943","01","28","Southern America","Presidente Vargas. Fazenda dos Coelhos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
