"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","individualCount","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","recordNumber","class","infraspecificEpithet","continentOcean","preparationType","barcode","imagecode","typeStatus","previousCatalogNumber","relatedCatalogItem"
"3213","2019-10-02 15:07:04-03","UFMG","BHCB","762","PreservedSpecimen","Plantae","Monocotyledon",NA,"Iridaceae","Sisyrinchium","alatum","Sisyrinchium alatum","Hook.",NA,NA,NA,NA,"Magalhães, GM","1942","11","23","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","Herbáceo;","auto",NA,NA,NA,NA,NA,"2598",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3214","2019-10-02 15:05:54-03","UFMG","BHCB","21405","PreservedSpecimen","Plantae","Monocotyledon",NA,"Araceae","Anthurium","scandens","Anthurium scandens","Engl.",NA,"1997","05","17","Lombardi, JA; Tolêdo, FRN","1993","05","19","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","Herva, espádice verde e espata verde; Entre pedras","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,"BHCB037005","BHCB037005",NA,NA,NA
"3215","2019-10-02 14:52:49-03","UFMG","BHCB","58701","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ericaceae","Leucothoe","pulchra","Leucothoe pulchra","(Cham. & Schltdl.) A.DC.",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"510",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3216","2019-10-02 15:01:16-03","UFMG","BHCB","65600","PreservedSpecimen","Plantae","Dicotyledon",NA,"Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","Cambess.",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"5442",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3217","2019-10-02 15:06:47-03","UFMG","BHCB","64143","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","longipes","Leiothrix longipes","Silveira",NA,NA,NA,NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"2421",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3218","2019-10-02 14:51:09-03","UFMG","BHCB","5167","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Vernonia","vepretorum","Vernonia vepretorum","Mart. ex DC.",NA,NA,NA,NA,"Pinheiro-Sobrinho, JM","1942",NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","Terrestre. Arbustivo.","auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3219","2019-10-02 15:02:15-03","UFMG","BHCB","21407","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Coccocypselum","aureum","Coccocypselum aureum","(Spreng.) Cham. & Schltdl.",NA,NA,NA,NA,"Lombardi, JA; Tolêdo, FRN","1993","05","19","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3220","2019-10-02 15:06:53-03","UFMG","BHCB","64104","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Paepalanthus","flaccidus","Paepalanthus flaccidus","(Bong.) Kunth",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"2508",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3221","2019-10-02 15:06:53-03","UFMG","BHCB","64105","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Paepalanthus","flaccidus","Paepalanthus flaccidus","(Bong.) Kunth",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"2507",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3222","2019-10-02 15:06:54-03","UFMG","BHCB","64095","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Paepalanthus","globulifer","Paepalanthus globulifer","Silveira",NA,NA,NA,NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"2549",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3223","2019-10-02 15:02:27-03","UFMG","BHCB","23635","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3224","2019-10-02 15:06:54-03","UFMG","BHCB","64096","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Paepalanthus","globulifer","Paepalanthus globulifer","Silveira",NA,NA,NA,NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"2550",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3225","2019-10-02 15:00:56-03","UFMG","BHCB","72941","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ochnaceae","Luxemburgia","octandra","Luxemburgia octandra","A.St.-Hil.",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"6152",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3226","2019-10-02 15:00:56-03","UFMG","BHCB","72026","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ochnaceae","Luxemburgia","octandra","Luxemburgia octandra","A.St.-Hil.",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"6152",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3227","2019-10-02 15:06:47-03","UFMG","BHCB","64156","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Leiothrix","flavescens","Leiothrix flavescens","(Bong.) Ruhland",NA,NA,NA,NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"2538",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3228","2019-10-02 15:02:27-03","UFMG","BHCB","23635","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Hillia","parasitica","Hillia parasitica","Jacq.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3229","2019-10-02 15:05:51-03","UFMG","BHCB","67757","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Zephyranthes","commersoniana","Zephyranthes commersoniana",NA,NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"618",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3230","2019-10-02 15:06:54-03","UFMG","BHCB","63192","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Paepalanthus","manicatus","Paepalanthus manicatus","Poulsen ex Malme",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"8813",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3231","2019-10-02 14:55:03-03","UFMG","BHCB","2979","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Aegiphila","integrifolia","Aegiphila integrifolia","(Jacq.) Moldenke",NA,NA,NA,NA,"Magalhães, GM","1942","09","11","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051","Capoeira;arbusto;flor amarela;","auto",NA,NA,NA,NA,NA,"2398",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3232","2019-10-02 15:01:43-03","UFMG","BHCB","72433","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","glochidiata","Polygala glochidiata","Kunth",NA,NA,NA,NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"2565",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3233","2019-10-02 15:00:56-03","UFMG","BHCB","72017","PreservedSpecimen","Plantae","Dicotyledon",NA,"Ochnaceae","Luxemburgia","nobilis","Luxemburgia nobilis","Eichler ex Engl.",NA,NA,NA,NA,"Magalhães, GM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"2419",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3234","2019-10-02 15:06:54-03","UFMG","BHCB","62419","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Paepalanthus","multicostatus","Paepalanthus multicostatus","Ruhland",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"2541",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3235","2019-10-02 15:05:51-03","UFMG","BHCB","67759","PreservedSpecimen","Plantae","Monocotyledon",NA,"Amaryllidaceae","Hippeastrum","morelianum","Hippeastrum morelianum","Lem.",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"613",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3236","2019-10-02 14:56:42-03","UFMG","BHCB","67969","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Cambessedesia","ilicifolia","Cambessedesia ilicifolia","Triana",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"6845",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3237","2019-10-02 15:08:43-03","UFMG","BHCB","73045","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Tristachya","leiostachya","Tristachya leiostachya","Nees",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"2968",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"3238","2019-10-02 15:02:02-03","UFMG","BHCB","73066","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rosaceae","Rubus","rosifolius","Rubus rosifolius","Sm.",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666","22051",NA,"auto",NA,NA,NA,NA,NA,"7292",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
